397,53940,73133
398,53932,133547
399,53925,378511
400,53925,44682
401,53906,932166
402,53875,432915
403,53869,830949
404,53864,619606
405,53829,494180
406,53828,563662
407,53813,432066
408,53806,381005
409,53774,528075
410,53772,697707
411,53761,99624
412,53744,84620
413,53711,474512
414,53708,453256
415,53696,546722
416,53693,100451
417,53691,517769
418,53682,95844
419,53672,443937
420,53667,489100
421,53655,335120
422,53654,829160
423,53651,456952
424,53634,308188
425,53619,298878
426,53617,867594
427,53616,815127
428,53607,649488
429,53599,614726
430,53578,88048
431,53570,798698
432,53553,277210
433,53521,91382
434,53503,618770
435,53491,431323
436,53471,679986
437,53468,262039
438,53436,840104
439,53432,196218
440,53418,91038
441,53410,163869
442,53396,663140
443,53390,373088
444,53387,94776
445,53381,452274
446,53363,729214
447,53358,943005
448,53351,183293
449,53346,216569
450,53321,816786
451,53289,773926
452,53281,727034
453,53276,275588
454,53266,363560
455,53266,259359
456,53242,635445
457,53229,502108
458,53220,888862
459,53202,844349
460,53200,433277
461,53182,174190
462,53182,308738
463,53176,938894
464,53137,249310
465,53134,334492
466,53134,247523
467,53124,610156
468,53115,753915
469,53106,762702
470,53062,342375
471,53033,357381
472,53019,442727
473,53002,761544
474,52990,229757
475,52983,78760
476,52958,835524
477,52939,99902
478,52926,81696
479,52920,831702
480,52919,295802
481,52911,693539
482,52887,889550
483,52859,525760
484,52846,180717
485,52813,515464
486,52810,235331
487,52806,442823
488,52804,228309
489,52792,628671
490,52789,392014
491,52754,623218
492,52752,648502
493,52736,84882
494,52730,808816
495,52726,812363
496,52722,615504
497,52673,95024
498,52666,109091
499,52633,47298
500,52606,767755
501,52595,72026
502,52581,714076
503,52575,823845
504,52562,597095
505,52552,225159
506,52551,626104
507,52540,526427
508,52519,200113
509,52515,436464
510,52505,275824
511,52488,188827
512,52479,132672
513,52475,138847
514,52474,270165
515,52450,343412
516,52436,289253
517,52428,927860
518,52415,319376
519,52412,493728
520,52410,428874
521,52385,343736
522,52354,81299
523,52318,555314
524,52317,800979
525,52298,529694
526,52292,116171
527,52280,873833
528,52278,734033
529,52267,637964
530,52263,848762
531,52260,256428
532,52183,287019
533,52180,374267
534,52177,764454
535,52158,901390
536,52134,547783
537,52077,85411
538,52042,933807
539,52038,919460
540,51990,100683
541,51989,165044
542,51979,276466
543,51973,799895
544,51970,551643
545,51954,246039
546,51953,589603
547,51951,433952
548,51941,308065
549,51939,432872
550,51922,650538
551,51913,933277
552,51901,834514
553,51887,199801
554,51886,156635
555,51853,530036
556,51829,753395
557,51825,614201
558,51811,540771
559,51811,550522
560,51808,902156
561,51808,440425
562,51807,362503
563,51783,217497
564,51752,951274
565,51748,795920
566,51745,409302
567,51731,912748
568,51718,865718
569,51717,882754
570,51713,933367
571,51696,383094
572,51686,826021
573,51676,885381
574,51652,811129
575,51650,553159
576,51649,399032
577,51648,500128
578,51600,852435
579,51597,514585
580,51585,356267
581,51582,469849
582,51558,819865
583,51556,181751
584,51547,454158
585,51535,331430
586,51533,244568
587,51527,613264
588,51517,578942
589,51500,477585
590,51495,552374
591,51480,724176
592,51419,221793
593,51418,53356
594,51385,732482
595,51369,732684
596,51336,602403
597,51319,86129
598,51316,351255
599,51302,814008
600,51297,288092
601,51291,381787
602,51249,669932
603,51243,898693
604,51227,889996
605,51206,748792
606,51195,153177
607,51186,67778
608,51149,155954
609,51124,809945
610,51116,186381
611,51092,80831
612,51053,566705
613,51034,559963
614,51029,714156
615,51028,436553
616,51019,781456
617,50997,522586
618,50997,711575
619,50985,249237
620,50971,438992
621,50968,766014
622,50953,109226
623,50944,637923
624,50927,513023
625,50918,819802
626,50917,429783
627,50903,727351
628,50893,183704
629,50881,336852
630,50877,703122
631,50869,570724
632,50861,337953
633,50849,120123
634,50816,721718
635,50802,395113
636,50792,185436
637,50778,386430
638,50777,94067
639,50776,538018
640,50775,462945
641,50762,695736
642,50756,720518
643,50751,122532
644,50727,221407
645,50716,823287
646,50703,520619
647,50694,452262
648,50609,187445
649,50558,140518
650,50537,438483
651,50530,848174
652,50524,677631
653,50502,156496
654,50484,772747
655,50466,728994
656,50465,151849
657,50454,188440
658,50452,95128
659,50434,251338
660,50404,334674
661,50394,364735
662,50378,750031
663,50376,885248
664,50352,90820
665,50346,199122
666,50339,808911
667,50327,593688
668,50315,924215
669,50283,385623
670,50283,200440
671,50268,600001
672,50258,735305
673,50224,468662
674,50206,629782
675,50201,76920
676,50170,97951
677,50169,717895
678,50165,643908
679,50146,720507
680,50103,408980
681,50087,194391
682,50085,786522
683,50084,695014
684,50066,256416
685,50053,457819
686,50052,898770
687,50048,194607
688,49978,695550
689,49976,66872
690,49975,143308
691,49956,884475
692,49955,478543
693,49952,168883
694,49950,150184
695,49942,722130
696,49940,391244
697,49935,167723
698,49932,447140
699,49920,745352
700,49908,435984
701,49875,400995
702,49862,104224
703,49854,364173
704,49850,270039
705,49846,166342
706,49846,536149
707,49844,108377
708,49839,698106
709,49838,442119
710,49820,624071
711,49812,913073
712,49810,202765
713,49808,322377
714,49804,828160
715,49799,363841
716,49798,648818
717,49795,790928
718,49794,425876
719,49785,725596
720,49776,518552
721,49770,87315
722,49769,820315
723,49757,439313
724,49744,757096
725,49696,84505
726,49673,605217
727,49619,904307
728,49605,63464
729,49597,633482
730,49593,503658
731,49583,497507
732,49571,911520
733,49555,113528
734,49549,346188
735,49526,563424
736,49525,161922
737,49510,68667
738,49491,819974
739,49409,914593
740,49373,809387
741,49361,133437
742,49336,841025
743,49324,66200
744,49317,923156
745,49317,647136
746,49315,572992
747,49281,717470
748,49271,188011
749,49261,49080
750,49221,433107
751,49210,547831
752,49209,883875
753,49208,818382
754,49205,594276
755,49197,286979
756,49175,746395
757,49140,814853
758,49137,820643
759,49126,738698
760,49100,439444
761,49098,260295
762,49073,353700
763,49057,347647
764,49050,623478
765,49045,724378
766,49044,739954
767,49016,665011
768,49016,456167
769,49006,916048
770,48984,442636
771,48981,42319
772,48964,382556
773,48959,114182
774,48938,652510
775,48930,275169
776,48902,56116
777,48901,878399
778,48899,286350
779,48876,311996
780,48864,709733
781,48860,87726
782,48856,435176
783,48834,40712
784,48833,210719
785,48803,68191
786,48789,558986
787,48784,345434
788,48782,100969
789,48773,917428
790,48741,532330
791,48725,696360
792,48710,122140
793,48702,653513
794,48699,809653
795,48696,716655
796,48689,361869
797,48680,646964
798,48626,155209
799,48626,749189
800,48601,733169
801,48569,737390
802,48562,112846
803,48560,198952
804,48525,844516
805,48497,921220
806,48483,896391
807,48422,180146
808,48415,425199
809,48389,897601
810,48383,769292
811,48372,110701
812,48360,902006
813,48360,786205
814,48358,285053
815,48358,67825
816,48351,169062
817,48339,351019
818,48303,719864
819,48258,204854
820,48255,738224
821,48251,532219
822,48229,542600
823,48178,89405
824,48146,703232
825,48134,634132
826,48129,173294
827,48127,723309
828,48127,905852
829,48022,383597
830,48001,598993
831,47991,411225
832,47988,732446
833,47966,829033
834,47952,82864
835,47928,449174
836,47921,414875
837,47910,909891
838,47868,268644
839,47852,119468
840,47833,275875
841,47822,250632
842,47770,85984
843,47764,622221
844,47753,922247
845,47737,476531
846,47726,765997
847,47692,612288
848,47692,601157
849,47687,801633
850,47685,32751
851,47681,64953
852,47676,805660
853,47662,550682
854,47618,897792
855,47593,262038
856,47587,905081
857,47545,812599
858,47531,93026
859,47530,440487
860,47495,868191
861,47480,62952
862,47386,363906
863,47355,252949
864,47347,825046
865,47313,468671
866,47294,643270
867,47283,633108
868,47271,348983
869,47266,242805
870,47246,441965
871,47245,632392
872,47228,109738
873,47165,286664
874,47162,96788
875,47143,249381
876,47118,47146
877,47115,421756
878,47113,795545
879,47055,539030
880,46998,904680
881,46970,918617
882,46966,732374
883,46965,254181
884,46959,909832
885,46892,388380
886,46872,784103
887,46845,166342
888,46818,460009
889,46808,728362
890,46786,915339
891,46777,454905
892,46767,78054
893,46756,757512
894,46751,231611
895,46702,901985
896,46694,630530
897,46651,664428
898,46640,329971
899,46632,640428
900,46610,130888
901,46607,139646
902,46575,556065
903,46574,300449
904,46551,584395
905,46549,500771
906,46533,701505
907,46527,807942
908,46468,294218
909,46449,604874
910,46446,455544
911,46444,497402
912,46434,361561
913,46421,163028
914,46391,848161
915,46378,454648
916,46346,80509
917,46305,453568
918,46295,87406
919,46265,715669
920,46155,25467
921,46099,104317
922,46087,728313
923,46086,659527
924,46062,743526
925,46050,214979
926,46044,188842
927,46036,252936
928,45974,567221
929,45942,323930
930,45934,125727
931,45918,588695
932,45903,407406
933,45871,912380
934,45867,145289
935,45789,137021
936,45784,64226
937,45765,525847
938,45755,252883
939,45717,298740
940,45714,178287
941,45706,164864
942,45698,452159
943,45666,499689
944,45650,910362
945,45640,803221
946,45628,691057
947,45608,751401
948,45583,749271
949,45538,173493
950,45535,829796
951,45531,368206
952,45512,95917
953,45489,348476
954,45388,587668
955,45381,464355
956,45353,324409
957,45345,572352
958,45343,884989
959,45302,787253
960,45288,534896
961,45277,468868
962,45246,267715
963,45236,570736
964,45204,255427
965,45190,725200
966,45185,275048
967,45159,180604
968,45154,699542
969,45146,245427
970,45146,814246
971,45112,645766
972,45103,650528
973,45025,88714
974,45023,366362
975,45021,543149
976,45020,501612
977,44905,243927
978,44904,637469
979,44887,690767
980,44882,625252
981,44882,239386
982,44855,452254
983,44803,720838
984,44799,923950
985,44798,387797
986,44746,190380
987,44738,803622
988,44728,817151
989,44726,86483
990,44590,285442
991,44589,387706
992,44547,361852
993,44516,407336
994,44484,102906
995,44475,553138
996,44390,613911
997,44379,75206
998,44354,908908
999,44331,821617
1000,44321,908608
1001,44299,360864
1002,44272,156197
1003,44244,366556
1004,44239,771017
1005,44232,170298
1006,44230,464852
1007,44174,749611
1008,44168,515932
1009,44150,883417
1010,44105,363039
1011,44035,351090
1012,44018,577130
1013,44009,933343
1014,44002,353330
1015,43997,153388
1016,43986,86916
1017,43955,54841
1018,43940,845043
1019,43922,71631
1020,43922,561088
1021,43909,52779
1022,43880,536072
1023,43877,481047
1024,43867,643574
1025,43835,799344
1026,43825,482470
1027,43814,351745
1028,43766,337240
1029,43762,367119
1030,43739,448048
1031,43736,75747
1032,43716,210379
1033,43713,800554
1034,43712,668231
1035,43671,375646
1036,43642,805300
1037,43637,934648
1038,43609,688214
1039,43595,668128
1040,43566,547554
1041,43551,747082
1042,43541,263283
1043,43539,358396
1044,43535,600101
1045,43510,87952
1046,43507,564686
1047,43445,811658
1048,43427,876186
1049,43425,540979
1050,43425,899337
1051,43352,371417
1052,43344,643568
1053,43336,705979
1054,43333,621963
1055,43317,608521
1056,43305,831366
1057,43279,180062
1058,43255,808202
1059,43254,529455
1060,43232,261118
1061,43196,440521
1062,43179,558977
1063,43162,828449
1064,43133,802275
1065,43128,627674
1066,43112,937556
1067,43106,960103
1068,43094,846859
1069,43064,631890
1070,43063,248574
1071,43059,681439
1072,43009,897762
1073,42913,613745
1074,42888,717523
1075,42881,160883
1076,42869,460750
1077,42824,808485
1078,42808,356744
1079,42782,859065
1080,42741,909246
1081,42712,790958
1082,42657,743708
1083,42656,902405
1084,42625,183624
1085,42617,43128
1086,42602,750970
1087,42601,765467
1088,42558,818070
1089,42522,910362
1090,42510,350626
1091,42509,206322
1092,42426,408114
1093,42397,146424
1094,42388,892629
1095,42268,739060
1096,42246,629717
1097,42241,545712
1098,42240,288342
1099,42231,389478
1100,42186,794235
1101,42165,838286
1102,42163,470198
1103,42145,309953
1104,42144,275925
1105,42123,848241
1106,42087,308780
1107,42068,414918
1108,42058,529604
1109,42058,721288
1110,42054,640846
1111,42030,833614
1112,42021,220120
1113,42011,922545
1114,41962,184322
1115,41941,722212
1116,41896,465599
1117,41895,195204
1118,41890,572244
1119,41861,429781
1120,41831,210820
1121,41823,615204
1122,41789,310273
1123,41780,240678
1124,41746,803947
1125,41715,88960
1126,41705,265093
1127,41684,550100
1128,41533,823070
1129,41521,603266
1130,41503,829725
1131,41475,260168
1132,41468,806464
1133,41457,506818
1134,41456,83106
1135,41436,612294
1136,41426,30586
1137,41323,918335
1138,41316,230276
1139,41294,157544
1140,41262,661227
1141,41249,566489
1142,41236,610483
1143,41218,190962
1144,41183,142477
1145,41162,759592
1146,41157,144403
1147,41137,219300
1148,41130,294788
1149,41090,827857
1150,41088,891232
1151,41085,165606
1152,41078,698823
1153,41070,915956
1154,41067,268420
1155,41022,745900
1156,41011,416444
1157,41009,811155
1158,40998,560687
1159,40993,546192
1160,40991,907634
1161,40985,630228
1162,40952,146234
1163,40927,354355
1164,40918,628937
1165,40887,91418
1166,40821,528779
1167,40793,632895
1168,40780,279764
1169,40768,152307
1170,40722,627313
1171,40682,349599
1172,40618,466987
1173,40595,574582
1174,40463,750685
1175,40445,258148
1176,40434,180166
1177,40427,885982
1178,40422,440794
1179,40409,548527
1180,40390,923294
1181,40382,82656
1182,40374,676420
1183,40347,737683
1184,40335,364521
1185,40329,78371
1186,40310,358030
1187,40299,590198
1188,40283,282540
1189,40267,546034
1190,40257,737672
1191,40255,73157
1192,40241,732311
1193,40204,813234
1194,40183,173815
1195,40179,342713
1196,40173,831691
1197,40170,809428
1198,40132,671474
1199,40129,77544
1200,40096,803903
1201,40064,938729
1202,40026,894373
1203,40018,376079
1204,40017,271268
1205,39989,698739
1206,39981,367465
1207,39942,151069
1208,39870,80406
1209,39822,537623
1210,39802,242047
1211,39782,550864
1212,39748,780284
1213,39728,911717
1214,39709,535400
1215,39699,911305
1216,39656,522154
1217,39649,263936
1218,39647,721511
1219,39634,353151
1220,39630,357600
1221,39591,810610
1222,39504,456419
1223,39487,274763
1224,39442,914848
1225,39413,49883
1226,39399,185302
1227,39398,143560
1228,39322,925933
1229,39305,539894
1230,39301,787012
1231,39288,474498
1232,39287,524367
1233,39217,275441
1234,39164,392624
1235,39148,818624
1236,39122,143556
1237,39099,734844
1238,39056,583302
1239,39016,114922
1240,38974,628966
1241,38917,349684
1242,38896,343979
1243,38887,409982
1244,38857,809501
1245,38853,645222
1246,38829,905749
1247,38782,266027
1248,38775,898433
1249,38775,245246
1250,38760,44572
1251,38755,292316
1252,38744,530589
1253,38720,57185
1254,38671,466955
1255,38666,120594
1256,38645,268537
1257,38644,693237
1258,38570,642047
1259,38566,725512
1260,38544,699219
1261,38540,644689
1262,38527,719158
1263,38502,885826
1264,38459,786132
1265,38374,477609
1266,38335,692938
1267,38329,378237
1268,38301,347578
1269,38278,854365
1270,38276,700340
1271,38221,259058
1272,38212,277389
1273,38211,788631
1274,38201,955338
1275,38192,807927
1276,38064,218500
1277,38046,271021
1278,37966,623060
1279,37921,531433
1280,37817,384732
1281,37773,964295
1282,37745,746698
1283,37740,254449
1284,37716,560023
1285,37710,149413
1286,37673,274650
1287,37607,496596
1288,37601,538683
1289,37570,215459
1290,37540,271590
1291,37536,542677
1292,37515,182742
1293,37478,922426
1294,37467,764425
1295,37448,260198
1296,37397,919008
1297,37390,924863
1298,37384,125846
1299,37331,203066
1300,37308,534699
1301,37301,545344
1302,37296,915476
1303,37232,98040
1304,37176,707093
1305,37165,488034
1306,37160,226436
1307,37135,156085
1308,37056,250300
1309,37037,149619
1310,37036,784506
1311,37031,918299
1312,36884,347185
1313,36840,69921
1314,36834,631497
1315,36818,535083
1316,36732,911148
1317,36727,828451
1318,36615,56398
1319,36577,45435
1320,36553,269620
1321,36552,453575
1322,36493,806519
1323,36484,803347
1324,36460,150321
1325,36448,797208
1326,36423,942220
1327,36353,292025
1328,36255,261595
1329,36198,908172
1330,36176,910781
1331,36116,600384
1332,36088,70339
1333,36062,765692
1334,36058,493101
1335,36052,539481
1336,36045,660801
1337,36024,649404
1338,36017,103696
1339,35898,607202
1340,35892,339407
1341,35864,529589
1342,35818,717236
1343,35778,787879
1344,35747,737666
1345,35736,890879
1346,35730,171812
1347,35653,355334
1348,35646,513699
1349,35642,619667
1350,35617,102595
1351,35554,61115
1352,35545,359269
1353,35543,121657
1354,35513,635146
1355,35450,635543
1356,35432,369570
1357,35401,736919
1358,35398,654727
1359,35397,647239
1360,35336,91435
1361,35330,37171
1362,35206,594085
1363,35142,618254
1364,35136,722744
1365,34994,819074
1366,34992,469761
1367,34965,896733
1368,34912,589729
1369,34883,69209
1370,34806,85481
1371,34768,212546
1372,34627,68266
1373,34613,179254
1374,34600,627289
1375,34568,201144
1376,34517,772087
1377,34508,596044
1378,34434,885990
1379,34392,363924
1380,34366,623559
1381,34205,914148
1382,34189,518112
1383,34098,412920
1384,33889,914364
1385,33851,651458
1386,33838,918976
1387,33830,713410
1388,33828,447523
1389,33748,262245
1390,33743,252297
1391,33740,145707
1392,33688,248592
1393,33647,84894
1394,33641,332809
1395,33613,461880
1396,33581,915674
1397,33474,243859
1398,33467,536927
1399,33445,754131
1400,33363,387599
1401,33356,256879
1402,33296,168154
1403,33243,147037
1404,33205,809754
1405,33188,351434
1406,33170,560219
1407,33129,447363
1408,33088,831868
1409,33050,923204
1410,33050,345936
1411,32943,921067
1412,32910,650486
1413,32842,915476
1414,32823,310130
1415,32593,195882
1416,32553,518430
1417,32544,86446
1418,32276,912286
1419,32238,250857
1420,32167,496663
1421,32125,614191
1422,32121,455414
1423,32029,906253
1424,32027,895317
1425,32024,882653
1426,31992,788791
1427,31934,745007
1428,31919,542327
1429,31877,514639
1430,31800,635005
1431,31788,267477
1432,31782,634257
1433,31751,874322
1434,31749,204908
1435,31741,545934
1436,31707,137376
1437,31619,79163
1438,31588,519755
1439,31432,622966
1440,31420,85640
1441,31316,248751
1442,31279,284251
1443,31277,43140
1444,31209,172808
1445,31201,167721
1446,31124,469373
1447,31124,638730
1448,31067,485507
1449,31047,213949
1450,31026,738482
1451,31002,250740
1452,30960,595832
1453,30862,449187
1454,30815,791827
1455,30786,835565
1456,30734,211364
1457,30488,472500
1458,30410,553891
1459,30309,248350
1460,30240,624553
1461,30210,410979
1462,30077,204678
1463,30053,656749
1464,30047,891451
1465,29819,704993
1466,29738,312563
1467,29610,341089
1468,29591,717828
1469,29507,933665
1470,29439,442702
1471,29391,314641
1472,29165,651843
1473,29158,792618
1474,28963,182317
1475,28885,238944
1476,28859,638016
1477,28771,873443
1478,28747,177229
1479,28694,819742
1480,28565,173833
1481,28471,827311
1482,28470,452079
1483,28429,81675
1484,28407,91680
1485,28384,309184
1486,28356,564992
1487,28241,180070
1488,28208,277737
1489,27985,900463
1490,27925,901773
1491,27835,208220
1492,27782,712942
1493,27767,366096
1494,27753,811718
1495,27525,361072
1496,27451,280214
1497,27436,154769
1498,27431,165301
1499,27362,79751
1500,27358,656490
1501,27264,94283
1502,27183,720742
1503,27128,81936
1504,27095,243956
1505,26945,655110
1506,26823,54084
1507,26797,743541
1508,26757,343632
1509,26644,180665
1510,26610,343289
1511,26435,623795
1512,26338,254708
1513,26162,730548
1514,26156,289557
1515,26112,137487
1516,26110,71269
1517,25999,264110
1518,25958,626300
1519,25948,794820
1520,25859,541527
1521,25804,547345
1522,25794,790661
1523,25757,769857
1524,25648,455575
1525,25632,446526
1526,25620,559114
1527,25527,33044
1528,25296,897016
1529,25281,109130
1530,25219,915687
1531,25197,294165
1532,25088,446238
1533,25001,380450
1534,24855,261147
1535,24805,496791
1536,24735,249178
1537,24694,835374
1538,24676,596472
1539,24674,212531
1540,24661,789814
1541,24639,477730
1542,24615,901553
1543,24503,591990
1544,24311,903536
1545,23915,436010
1546,23882,241556
1547,23441,901628
1548,23435,547197
1549,23424,852648
1550,23197,216135
1551,22454,63280
1552,21944,532792
1553,21923,186491
1554,21837,86607
1555,21824,807987
1556,21705,90688
1557,21605,106147
1558,21595,714134
1559,21357,471340
1560,21057,696902
1561,21055,279466
1562,21009,816395
1563,20991,447550
1564,20709,346657
1565,20492,481984
1566,20360,668758
1567,20353,906573
1568,19511,61096
1569,19489,67756
1570,19038,297588
1571,18976,43029
1572,18522,123230
1573,18480,805297
1574,18337,102122
1575,18028,547182
1576,17803,536793
1577,17635,242149
1578,17406,669558
1579,17381,797457
1580,17360,185388
1581,16931,579004
1582,16590,538449
1583,16156,899631
1584,15993,754505
1585,15894,198415
1586,15605,370526
1587,15591,174560
1588,15247,85153
1589,14698,125514
1590,13978,832223
1591,13421,199497
1592,12570,848814
1593,12232,82854
1594,11323,732910
1595,11158,646266
1596,9992,882078
1597,9223,179157
1598,8973,32799
1599,8118,622660
1600,8094,417063
1601,6710,620712
1602,6700,55676
1603,5369,587790
1604,1560,67649
1605,1371,571976
1606,58208,144153
1607,58219,840116
1608,58236,820137
1609,58257,956720
1610,58263,530224
1611,58263,623165
1612,58274,727242
1613,58278,537137
1614,58283,150737
1615,58287,166534
1616,58301,197687
1617,58307,614237
1618,58340,923583
1619,58343,908576
1620,58356,745186
1621,58360,443436
1622,58366,445564
1623,58369,362649
1624,58377,249149
1625,58390,441838
1626,58398,256159
1627,58429,300167
1628,58443,77127
1629,58456,618788
1630,58466,433428
1631,58471,646649
1632,58473,283990
1633,58478,910638
1634,58479,457854
1635,58484,187345
1636,58497,446923
1637,58511,257171
1638,58518,942131
1639,58521,337760
1640,58525,891174
1641,58531,286700
1642,58535,171907
1643,58559,89081
1644,58572,163074
1645,58581,814070
1646,58592,162829
1647,58604,467185
1648,58612,103248
1649,58618,795488
1650,58629,372490
1651,58675,537496
1652,58677,396121
1653,58686,174803
1654,58705,647680
1655,58706,831777
1656,58712,853866
1657,58736,789942
1658,58742,248573
1659,58749,630436
1660,58755,68400
1661,58776,650956
1662,58778,90821
1663,58827,100725
1664,58868,684349
1665,58882,103312
